credit_score,annual_income,debt_to_income,employment_length,loan_amount,interest_rate,home_ownership,loan_purpose,loan_status
663.824588,83499.277284,0.279099,0.469901,19907.633119,15.535992,MORTGAGE,vacation,1
662.585504,40441.000964,0.044378,6.618739,22550.158047,13.016801,MORTGAGE,credit_card,1
767.902148,143936.399888,0.308693,26.25115,47219.672987,7.470315,RENT,debt_consolidation,1
746.033308,56277.070381,0.219881,8.550122,20338.814314,5.0,RENT,debt_consolidation,0
745.080771,66081.615363,0.277964,4.056316,22259.490765,12.089416,RENT,debt_consolidation,1
784.438305,73097.873223,0.248028,3.315431,14475.97043,9.150422,RENT,debt_consolidation,1
681.680307,63130.037563,0.243931,9.009957,29777.785866,7.568902,OWN,credit_card,1
734.556238,81094.003702,0.286691,13.742337,28138.092404,6.563478,MORTGAGE,debt_consolidation,0
655.178659,33848.436496,0.456776,22.644068,41379.571345,11.563414,RENT,home_improvement,0
705.933308,35067.110509,0.115756,2.525371,14685.410752,16.276977,OWN,credit_card,1
669.588556,25334.121963,0.213323,23.507015,15986.951245,9.569647,MORTGAGE,debt_consolidation,1
687.759677,63812.267944,0.109009,0.847577,38349.477393,13.065946,RENT,credit_card,1
727.612562,78226.35593,0.207001,1.462132,26279.622353,10.642068,RENT,car,1
614.542345,64515.689398,0.278569,0.46615,11680.164167,6.487163,RENT,home_improvement,1
847.390982,133879.505272,0.116925,1.585476,54972.472967,13.57184,OTHER,credit_card,0
599.518609,48856.484351,0.315491,7.303744,6708.191041,7.168578,MORTGAGE,other,1
582.864911,73221.545448,0.316221,9.584041,38139.254299,11.075693,OWN,other,1
772.64887,25462.943402,0.134227,7.545535,9084.741935,9.804679,RENT,major_purchase,1
743.333016,38860.756051,0.223042,4.985685,82458.627488,14.125771,OWN,debt_consolidation,1
729.929585,74408.291131,0.043856,3.607389,7470.970513,7.296472,RENT,major_purchase,1
730.267641,81589.94142,0.136627,6.167082,49344.197346,12.368045,OTHER,debt_consolidation,1
679.020258,41094.099734,0.193517,2.478319,20803.072019,8.060709,OWN,medical,1
608.21965,46959.483179,0.175369,9.203961,17041.012218,9.211132,RENT,debt_consolidation,1
686.064365,19717.774208,0.0591,5.653458,25078.787782,5.0,MORTGAGE,medical,1
625.827063,39568.256787,0.102481,5.983409,34280.441005,18.322345,MORTGAGE,car,1
758.009579,83636.047649,0.222156,3.838664,11695.034727,12.926949,OWN,debt_consolidation,0
668.235409,69225.391927,0.500029,10.824082,12443.436727,8.314284,RENT,car,1
613.960224,66197.596381,0.400913,1.45186,34707.927761,7.063705,MORTGAGE,debt_consolidation,0
654.289133,50506.848115,0.271407,2.399443,6666.564458,9.265229,OWN,debt_consolidation,1
713.034516,49228.986976,0.361718,7.517346,14633.074682,13.509078,MORTGAGE,credit_card,1
634.902036,32984.971127,0.525271,3.393746,100000.0,5.0,RENT,vacation,1
614.222368,74555.347807,0.093729,11.000775,11185.69406,10.504455,OWN,credit_card,1
699.494977,63106.797378,0.541659,2.126293,49190.803006,17.197247,RENT,credit_card,0
699.597326,65855.04441,0.375963,2.304864,14615.44992,7.031188,MORTGAGE,home_improvement,1
639.444546,35752.629376,0.457405,10.979238,31455.577813,11.281348,RENT,car,1
642.316936,15000.0,0.101131,3.121561,34823.543815,18.711584,RENT,other,1
698.563995,94683.177838,0.198275,3.629639,48546.127851,13.212531,MORTGAGE,debt_consolidation,1
564.153253,36779.559681,0.441785,2.023055,19145.487387,11.440733,RENT,debt_consolidation,0
567.402898,29211.990618,0.254606,1.619448,88629.42988,12.773228,MORTGAGE,debt_consolidation,1
622.524462,74316.430768,0.23121,5.334823,14580.851486,9.596971,MORTGAGE,home_improvement,1
662.924228,38746.372444,0.52682,0.638262,25950.711064,15.548709,RENT,debt_consolidation,0
704.872605,92592.352463,0.233308,10.571103,26152.337471,9.602345,RENT,debt_consolidation,1
798.028497,70983.559278,0.311157,7.552561,10042.911247,5.0,MORTGAGE,major_purchase,1
748.61277,73875.874627,0.524666,1.058226,18031.750894,9.630439,RENT,debt_consolidation,1
667.204918,21599.524365,0.559748,5.921177,24663.000633,7.616429,MORTGAGE,credit_card,1
678.478703,101434.281132,0.130005,4.614474,16277.112677,10.015821,MORTGAGE,credit_card,1
599.797651,57339.803858,0.226691,1.019984,100000.0,10.093206,OWN,debt_consolidation,1
678.518949,39278.544859,0.394227,1.595544,12246.107722,15.190981,MORTGAGE,credit_card,1
656.907309,53424.946587,0.596576,2.629582,50291.790282,13.433525,RENT,credit_card,0
705.817485,16886.315856,0.132614,6.007259,40115.652316,11.921429,OWN,major_purchase,1
613.821525,62642.026827,0.402594,5.090557,21813.765749,10.989691,OTHER,debt_consolidation,1
721.547721,26433.226969,0.238556,3.798945,12020.317984,7.293997,MORTGAGE,credit_card,1
802.619113,21772.38774,0.520794,7.313945,12864.428176,5.0,OWN,other,1
671.299188,19664.77982,0.144959,7.092802,15327.791393,11.39606,MORTGAGE,other,1
712.136938,95569.883666,0.530085,4.80983,6310.568854,13.781244,MORTGAGE,other,1
735.211519,33605.397193,0.391139,7.732083,10911.517939,10.620831,RENT,car,1
647.902362,123036.535391,0.212969,2.034306,7803.022513,9.12801,MORTGAGE,other,1
697.927399,35543.732623,0.068857,10.653654,56506.587442,12.625758,RENT,credit_card,1
681.007392,17598.786424,0.349509,4.771392,33959.491767,10.708337,RENT,major_purchase,1
687.814088,25086.505123,0.253897,8.64008,38184.382244,16.900105,RENT,credit_card,1
618.159217,102897.329798,0.049967,3.951365,33262.381945,15.314549,RENT,debt_consolidation,1
681.960814,44643.370277,0.539047,1.232306,24757.341155,14.358278,RENT,debt_consolidation,1
719.839863,35278.451665,0.218009,3.90891,61235.124432,13.652069,MORTGAGE,debt_consolidation,1
796.091489,53960.68126,0.511821,2.319008,14363.795826,6.484414,RENT,debt_consolidation,1
756.741666,66241.977468,0.363836,5.978354,23734.11536,13.320478,OTHER,debt_consolidation,1
850.0,95840.371495,0.544511,3.229351,37158.253021,12.317141,RENT,debt_consolidation,1
618.612195,116902.968184,0.021425,9.042885,8735.526869,13.122487,RENT,major_purchase,1
749.785651,39503.27317,0.303936,5.667145,100000.0,12.724133,RENT,medical,0
694.66736,22122.96279,0.652047,5.768687,22471.340797,12.584669,RENT,credit_card,0
850.0,38250.84396,0.141061,1.224105,24328.228345,20.453033,RENT,major_purchase,1
615.336137,57306.440953,0.298777,20.7545,53093.756601,10.73335,MORTGAGE,debt_consolidation,1
612.822253,27494.592949,0.094429,9.215534,41792.356089,14.277181,MORTGAGE,medical,1
632.048588,27603.820087,0.635904,7.779601,22621.467269,9.351536,RENT,credit_card,0
510.088342,60250.896381,0.218216,2.003994,24127.091257,13.767246,RENT,debt_consolidation,1
637.939598,47610.499282,0.315482,3.835386,7685.540831,14.28762,RENT,debt_consolidation,0
619.269387,49994.995892,0.260708,0.737301,14920.239942,12.275491,OWN,debt_consolidation,0
692.031503,31098.124758,0.422427,3.866106,31635.878508,16.842364,MORTGAGE,debt_consolidation,1
707.340478,42691.690204,0.170829,0.788472,30053.216946,7.905034,RENT,debt_consolidation,0
830.093667,28154.433407,0.256586,4.026407,51782.939722,9.294727,RENT,debt_consolidation,1
756.033907,83626.776987,0.265157,5.230885,20244.71922,11.74333,OWN,debt_consolidation,1
633.847708,91230.960793,0.060691,2.473088,8340.675111,14.082824,RENT,debt_consolidation,1
608.126826,16192.238195,0.039814,3.451206,46152.725774,11.628003,MORTGAGE,vacation,1
719.353534,28065.419758,0.335425,10.423412,60190.062464,15.500157,RENT,debt_consolidation,1
574.381343,19971.917622,0.046109,0.574603,41306.336817,8.684085,MORTGAGE,debt_consolidation,0
826.516701,33189.393778,0.228769,7.844669,19642.609318,7.007975,OTHER,home_improvement,0
774.35521,46627.101025,0.127742,0.936195,45755.635174,12.078449,OTHER,major_purchase,1
642.465948,20541.712793,0.288016,0.186993,100000.0,10.729869,MORTGAGE,credit_card,1
542.949238,28194.553843,0.414829,1.026362,23875.464487,12.900023,RENT,major_purchase,0
788.30979,26839.382302,0.412519,7.241768,8793.642669,10.904092,MORTGAGE,debt_consolidation,1
670.836812,55512.327803,0.323821,2.597029,14612.030355,9.809931,RENT,debt_consolidation,0
779.025305,51103.414924,0.313537,10.298999,34126.6267,10.737718,OTHER,debt_consolidation,1
552.445787,31791.602704,0.440031,3.719125,7162.662027,11.100971,MORTGAGE,home_improvement,1
632.049998,54507.442082,0.321266,0.112508,24799.583867,9.932565,RENT,credit_card,1
680.419496,35312.488042,0.180634,6.306485,28745.475365,10.289038,RENT,home_improvement,0
683.758448,41647.929472,0.045702,0.583978,64510.624998,9.587423,MORTGAGE,debt_consolidation,0
643.994762,133795.962981,0.485692,7.78849,55112.751841,13.998328,OTHER,home_improvement,1
729.827995,109565.369415,0.651836,0.920231,40344.45954,11.679074,MORTGAGE,debt_consolidation,1
594.590366,22477.076752,0.19315,2.119009,4847.045837,18.898634,RENT,credit_card,1
668.609641,80647.206911,0.206051,7.16214,41971.126209,11.562466,RENT,credit_card,1
689.623651,79764.827864,0.041195,15.42078,36093.185899,9.071999,RENT,home_improvement,1
721.155107,24613.29509,0.205679,2.321571,26348.35344,20.347364,OWN,debt_consolidation,1
736.92919,80118.862022,0.251098,8.842175,6560.647043,12.447692,OTHER,major_purchase,1
590.028633,123347.289918,0.137085,1.058498,12787.945694,14.465437,OWN,other,1
557.270866,24996.050622,0.130274,8.229985,9732.480358,13.07236,MORTGAGE,debt_consolidation,1
782.214146,28268.356337,0.272266,5.357331,5374.893788,13.180539,MORTGAGE,car,1
706.585121,90273.287857,0.246111,1.070569,21981.564285,12.874789,MORTGAGE,home_improvement,1
620.121077,57693.349535,0.141202,1.801292,12600.912551,7.142704,MORTGAGE,credit_card,0
804.092158,68246.795881,0.486115,0.706498,100000.0,12.286352,MORTGAGE,debt_consolidation,0
689.253971,60135.373806,0.01478,2.414164,19572.085921,6.362985,RENT,credit_card,1
774.343775,61970.735997,0.453975,1.138574,54482.084896,10.38973,MORTGAGE,debt_consolidation,1
685.401479,22117.329556,0.142323,5.164094,7343.939415,8.460339,RENT,credit_card,0
844.859834,91893.963805,0.241485,26.019678,15198.276159,12.251146,RENT,credit_card,1
820.427267,98889.069963,0.334062,0.060409,23572.322167,12.169442,OWN,home_improvement,1
660.082868,42717.568444,0.281088,3.892652,11664.347379,12.684011,OWN,debt_consolidation,0
757.725676,47758.57114,0.206129,4.262668,16390.538402,12.005538,MORTGAGE,major_purchase,1
731.630076,19561.830019,0.185145,12.279194,18909.776939,8.876111,RENT,debt_consolidation,1
789.490525,66739.539583,0.245933,3.526153,18699.730859,10.086488,OWN,credit_card,1
602.806123,69094.780057,0.438252,3.92304,80707.194473,14.221387,MORTGAGE,other,0
734.884117,47225.316287,0.34907,3.190008,28703.042305,14.737498,RENT,home_improvement,1
764.673959,96241.122672,0.117971,1.566055,30811.935005,6.986259,MORTGAGE,debt_consolidation,1
539.300841,40116.927701,0.554751,0.2883,32136.840882,5.641753,RENT,credit_card,1
585.339319,68786.553089,0.076774,2.626801,33821.043082,8.455887,MORTGAGE,debt_consolidation,1
516.861426,26587.63127,0.483975,0.270124,20784.839116,14.658227,OWN,credit_card,0
658.447453,48332.945544,0.367693,3.998013,17596.891392,15.252094,RENT,debt_consolidation,1
737.40338,44151.732446,0.081339,1.835745,24754.714672,7.763508,RENT,other,1
800.188564,56116.476841,0.455534,3.813584,49501.723406,12.075583,RENT,credit_card,0
685.927582,39272.658478,0.374004,0.721067,48453.833253,17.42051,RENT,debt_consolidation,1
810.289244,45302.452206,0.340391,13.487775,18614.964272,12.45359,RENT,debt_consolidation,1
569.591883,80469.081016,0.146775,11.246229,37702.83563,15.975261,RENT,debt_consolidation,1
543.729405,37719.838593,0.26731,1.053584,19221.615573,14.495543,RENT,credit_card,0
675.556184,18695.79179,0.160455,2.103739,22554.939886,7.814305,RENT,credit_card,1
710.725236,140049.378436,0.305055,4.753024,15812.145605,10.335065,RENT,credit_card,1
677.38442,112293.633499,0.103898,0.502894,19396.509434,11.121641,RENT,other,1
514.604632,22575.993427,0.585618,2.189176,56327.100026,11.364467,MORTGAGE,debt_consolidation,0
672.870397,74148.467749,0.282773,1.445831,23498.568964,14.207151,MORTGAGE,medical,1
575.64244,36250.742313,0.213492,12.356009,24214.278432,12.430397,RENT,debt_consolidation,1
733.573804,57416.806131,0.355959,9.569996,7998.006119,5.0,MORTGAGE,debt_consolidation,1
709.32786,58485.519777,0.57346,4.335512,17739.148656,6.405059,OTHER,home_improvement,1
604.809617,42589.171926,0.163974,3.673455,18603.026609,5.0,OWN,other,1
638.890647,30630.165428,0.413808,13.348413,12327.644751,11.613778,RENT,credit_card,0
595.262918,32392.278925,0.293315,13.472792,22363.06042,11.841707,MORTGAGE,other,0
674.985672,28290.59937,0.24208,17.422372,16310.631229,11.991287,RENT,major_purchase,1
756.411386,29759.588902,0.027127,0.669822,23295.071619,7.643751,RENT,other,0
601.141916,47084.212182,0.33068,0.875088,23981.838816,13.359504,RENT,debt_consolidation,0
720.323721,31905.829229,0.402718,5.646441,11282.091782,13.506919,RENT,major_purchase,1
637.579391,73808.651995,0.490279,3.89826,16662.379827,6.606978,MORTGAGE,other,1
616.570173,119652.584452,0.409741,0.093193,23252.362016,5.868866,MORTGAGE,home_improvement,0
671.437571,34612.426888,0.23166,0.319894,50463.702871,10.999539,MORTGAGE,other,1
597.180614,56593.119903,0.138165,10.949872,26362.647529,17.271238,RENT,car,1
635.708056,66158.659379,0.031426,10.157861,13858.379879,16.9491,RENT,credit_card,1
584.169769,65068.859337,0.421318,2.21016,29123.577005,12.971915,RENT,debt_consolidation,1
837.178011,51306.522163,0.332421,11.084359,72786.386824,8.445012,RENT,credit_card,1
682.821084,76543.114632,0.261398,4.503011,41843.616474,14.103949,OTHER,debt_consolidation,1
624.021959,65470.135534,0.135978,8.197054,32314.41102,9.416515,MORTGAGE,debt_consolidation,1
697.118393,23327.834647,0.058557,2.788111,36604.011706,8.313725,OTHER,credit_card,1
671.013756,82577.591936,0.601432,0.601797,60353.11429,5.0,MORTGAGE,debt_consolidation,0
662.322432,83481.013551,0.542583,2.843395,46767.264273,11.358338,RENT,home_improvement,1
729.133336,31008.862741,0.629811,3.055991,32752.424432,8.795464,RENT,major_purchase,1
740.600617,50149.443733,0.58441,4.003041,46539.167726,11.337506,MORTGAGE,credit_card,1
637.559908,73865.222624,0.262393,0.557914,10330.378813,5.0,RENT,medical,1
633.934541,43235.262734,0.137234,23.781049,7695.679322,11.594393,MORTGAGE,debt_consolidation,0
657.995864,93319.729608,0.212053,1.399474,24586.899894,5.0,MORTGAGE,major_purchase,1
495.846307,202465.24006,0.143783,1.106678,23111.289423,14.807791,RENT,major_purchase,1
558.784715,30589.386471,0.16497,3.741217,15051.951997,12.826619,MORTGAGE,debt_consolidation,1
789.349941,21404.859145,0.350723,3.85239,39265.316205,10.024673,OWN,debt_consolidation,1
811.597417,58823.173145,0.123677,2.897492,5978.92156,12.96952,RENT,debt_consolidation,1
660.077117,75579.283971,0.30013,7.389684,15148.539759,7.57674,MORTGAGE,other,1
726.124557,42679.763992,0.088177,3.635117,15686.113643,11.253314,RENT,major_purchase,1
704.900012,117237.42112,0.281357,4.70414,7006.466242,13.781709,MORTGAGE,debt_consolidation,1
850.0,21956.895614,0.26276,6.43218,62712.226342,5.0,RENT,credit_card,0
769.565993,74291.451765,0.571722,0.126718,8506.272504,9.434715,RENT,debt_consolidation,1
669.766593,34080.597312,0.097879,4.227346,14591.025981,10.920746,MORTGAGE,credit_card,1
603.556765,137534.042013,0.180908,10.779215,41588.785495,10.312972,RENT,vacation,0
551.484294,162025.532837,0.191893,0.087709,34621.554877,16.099856,MORTGAGE,debt_consolidation,0
696.277091,30946.217188,0.437885,2.5975,10140.34918,7.066346,OWN,medical,1
619.49194,35251.583121,0.27657,13.033843,35516.137388,8.825943,RENT,major_purchase,0
566.219703,82104.879902,0.36008,2.178238,26979.946183,5.0,MORTGAGE,car,1
628.274169,38860.034476,0.298204,3.069174,100000.0,16.286003,MORTGAGE,debt_consolidation,1
593.47616,47703.176562,0.110321,19.961123,29224.371813,10.137985,RENT,debt_consolidation,1
814.971331,49773.254093,0.151889,1.111494,19952.918957,9.465569,MORTGAGE,debt_consolidation,1
750.531181,15493.813687,0.390328,0.337409,12093.805157,10.816311,MORTGAGE,other,1
679.362189,48615.483629,0.331107,9.809985,13082.485673,13.226825,MORTGAGE,home_improvement,1
798.395531,32408.089144,0.200878,10.142424,12356.797966,12.215772,OWN,debt_consolidation,1
686.189465,36465.661158,0.04898,3.194032,57513.165727,20.267595,MORTGAGE,other,1
611.097264,116562.070265,0.123307,3.609865,22305.285349,12.588776,OTHER,debt_consolidation,1
801.849926,23065.559735,0.334921,9.033544,32717.748813,9.371641,MORTGAGE,debt_consolidation,1
723.112803,79851.433992,0.13972,6.707743,63574.855666,9.035251,RENT,credit_card,1
597.020308,41465.715896,0.579101,1.540438,4226.27006,9.625344,MORTGAGE,debt_consolidation,0
664.772906,41445.885808,0.741945,0.085188,53917.567708,5.743571,RENT,debt_consolidation,0
609.95054,78764.930915,0.229839,3.26675,22897.381505,11.139525,MORTGAGE,credit_card,1
569.376022,60115.96806,0.415403,9.791869,29867.728441,13.742138,MORTGAGE,major_purchase,1
754.094204,69034.923853,0.332506,11.30888,12334.034402,8.853227,MORTGAGE,other,1
832.753331,87632.814043,0.426518,15.643599,12983.218541,8.17417,RENT,credit_card,1
568.114594,40183.629692,0.660901,10.583152,31013.941956,16.305808,MORTGAGE,other,1
725.037539,33950.469406,0.293099,4.338021,100000.0,6.007309,RENT,credit_card,1
627.948594,25563.215026,0.013338,2.940384,44458.849899,5.0,MORTGAGE,debt_consolidation,1
641.029969,29874.294743,0.337123,7.454939,53416.023474,6.964843,MORTGAGE,other,0
632.608486,287637.606261,0.517028,6.731939,19256.40691,5.608485,OWN,home_improvement,1
610.880738,103446.282619,0.057228,3.862504,14470.350513,12.351791,RENT,home_improvement,0
683.88173,21793.245913,0.606894,0.45689,12751.912431,9.737534,MORTGAGE,home_improvement,1
613.523991,22170.66341,0.64356,13.02395,15649.721382,10.231095,MORTGAGE,home_improvement,1
701.636546,65455.096508,0.440237,3.040378,5234.634471,15.03527,OWN,credit_card,1
675.980951,68074.561659,0.079095,2.257549,13260.652358,8.580328,MORTGAGE,major_purchase,1
660.884156,68140.722968,0.264119,4.965419,14879.694701,13.712813,RENT,debt_consolidation,1
607.394907,42067.322215,0.14506,5.601805,19482.059159,16.28963,RENT,major_purchase,0
633.858294,45466.335137,0.344642,1.182967,24154.478254,9.405181,MORTGAGE,debt_consolidation,1
740.431298,59678.536642,0.120578,9.06815,28387.824233,13.57958,MORTGAGE,debt_consolidation,1
720.073375,51613.358508,0.517778,1.712009,21797.536532,10.153637,OWN,home_improvement,0
601.79558,15000.0,0.229051,1.033177,14661.64002,14.234343,RENT,credit_card,1
687.946584,42707.089747,0.211505,2.607747,5572.777988,5.499788,OWN,other,1
740.11097,29411.944297,0.196279,6.557049,14724.734446,5.240707,RENT,credit_card,0
546.447578,54454.831181,0.182362,16.827922,11151.001055,9.630563,OTHER,home_improvement,1
723.468815,293947.189185,0.252252,8.284778,30523.334138,7.888763,OWN,debt_consolidation,1
626.990099,61113.556791,0.040652,14.09617,41626.871103,9.191518,MORTGAGE,debt_consolidation,1
725.647893,40614.571628,0.357819,0.757638,42488.968093,10.231657,MORTGAGE,credit_card,1
618.939267,85227.625327,0.155503,0.369184,37416.494489,13.520047,RENT,home_improvement,1
535.609432,65487.380067,0.42357,4.078888,20060.981433,9.573188,RENT,home_improvement,1
549.796605,63073.544294,0.446852,1.714547,15285.059151,8.116485,RENT,credit_card,1
683.846796,70552.356314,0.444946,8.802902,13056.326342,9.769703,RENT,vacation,0
700.7778,168371.165334,0.349549,5.573523,7667.537282,8.307992,MORTGAGE,home_improvement,1
607.65467,24871.228658,0.315984,17.655647,44103.639676,7.730981,RENT,medical,1
731.087397,65132.520225,0.497647,1.470462,19490.886444,5.354441,OWN,debt_consolidation,1
547.078395,28118.171587,0.353019,3.32556,9205.549562,11.243173,RENT,debt_consolidation,1
674.713616,68412.277821,0.348523,3.478156,12350.551995,9.00953,MORTGAGE,debt_consolidation,1
583.118704,28248.286874,0.398367,1.366771,12005.481072,14.381976,MORTGAGE,debt_consolidation,1
627.853111,38161.40379,0.592472,4.45913,22699.930448,5.934114,RENT,credit_card,1
683.791894,41066.42068,0.653566,2.928518,46500.925553,9.102708,RENT,credit_card,1
611.166931,88035.025525,0.067968,2.959469,17264.494237,17.345175,RENT,credit_card,0
649.235556,85056.639989,0.447171,2.252861,4551.565595,7.711367,MORTGAGE,other,1
760.503425,23215.363867,0.115892,0.085371,19294.469229,10.172134,MORTGAGE,car,1
633.84865,50663.47251,0.281433,3.691719,19745.171707,6.744546,RENT,major_purchase,0
746.855369,32024.358238,0.119567,2.041705,18817.749737,6.280504,MORTGAGE,debt_consolidation,1
589.623452,23037.925083,0.198886,0.006604,14196.87549,16.415588,RENT,debt_consolidation,1
722.384334,43035.8931,0.070441,1.84044,25647.653284,11.598638,MORTGAGE,debt_consolidation,1
795.32549,40737.74458,0.45516,1.633004,23070.240608,11.467876,RENT,debt_consolidation,0
482.26844,210245.230317,0.379626,2.499825,21646.926929,5.062893,MORTGAGE,credit_card,0
616.24838,63562.305653,0.661813,0.706965,29402.910735,12.255595,OWN,credit_card,0
726.16577,21448.918415,0.440646,3.543171,16303.205498,15.050977,MORTGAGE,debt_consolidation,1
663.756369,34931.196712,0.069488,5.895431,15668.224625,15.02317,RENT,home_improvement,1
709.69167,90475.102131,0.509599,4.97377,57877.634028,13.339166,RENT,other,1
631.681185,171624.746107,0.149336,8.141956,32583.09214,7.0468,MORTGAGE,debt_consolidation,1
686.927183,18928.235209,0.314721,3.007476,39295.380352,12.095932,MORTGAGE,credit_card,1
667.545821,15867.771301,0.103874,3.660394,51962.272726,13.336547,RENT,major_purchase,1
773.422565,150629.597446,0.592948,8.314245,31829.885608,5.0,MORTGAGE,credit_card,1
700.353667,61930.527181,0.149323,2.79047,42187.197423,7.075521,RENT,debt_consolidation,0
707.008213,29115.453516,0.17297,6.046591,7291.454949,14.108551,RENT,debt_consolidation,1
647.049843,67560.410817,0.539754,2.85113,25410.244803,14.06616,OWN,debt_consolidation,1
640.991502,15000.0,0.206381,2.704158,19381.941804,5.579959,MORTGAGE,debt_consolidation,0
645.395345,49120.183765,0.55493,7.139867,71280.556092,13.782575,RENT,other,0
711.556171,59676.447285,0.264696,0.960871,42165.257218,11.333562,MORTGAGE,debt_consolidation,1
646.321242,85353.956534,0.207522,2.066876,14167.251765,13.733531,OWN,debt_consolidation,1
703.181989,26679.811336,0.05368,1.269124,28594.106552,8.779175,RENT,debt_consolidation,1
846.032064,51606.984294,0.445203,2.224487,24769.71294,13.258142,MORTGAGE,other,1
749.689976,28134.313303,0.618491,1.309258,30273.620545,13.953401,MORTGAGE,debt_consolidation,0
653.918117,57138.31883,0.307964,4.330432,10794.696972,9.770328,RENT,debt_consolidation,1
776.097114,28646.662024,0.620198,8.001667,28339.490237,11.062134,MORTGAGE,credit_card,1
647.35397,38374.156205,0.159091,7.723241,18775.23617,8.730174,RENT,credit_card,1
516.950037,26970.818471,0.364605,2.266724,26841.778041,16.780736,MORTGAGE,debt_consolidation,1
599.353095,72452.15885,0.197656,22.441563,13265.611767,10.579048,OWN,debt_consolidation,1
530.336646,82048.898361,0.566061,4.505217,14624.533586,7.772915,RENT,other,1
651.878921,42583.735263,0.212701,2.549133,50095.647861,8.494609,MORTGAGE,car,1
681.47347,50158.476246,0.317735,9.025418,10550.375273,11.443697,MORTGAGE,debt_consolidation,1
814.114985,20554.705077,0.454146,6.544334,11109.678222,13.636659,RENT,debt_consolidation,1
706.15419,40953.559607,0.545266,6.917,21245.345604,6.324606,MORTGAGE,debt_consolidation,1
662.471958,47566.177445,0.609671,1.091647,12831.735757,17.46681,RENT,other,0
746.352446,236209.843101,0.054065,3.158608,11854.703142,12.080364,OWN,credit_card,1
503.109175,25155.196753,0.458795,9.896285,23707.652845,12.632596,MORTGAGE,other,0
698.849165,118007.840157,0.279701,3.50628,7680.607313,10.659837,MORTGAGE,home_improvement,1
741.669216,89153.534046,0.307277,5.751414,10877.225031,11.067406,MORTGAGE,medical,1
561.7131,58010.647061,0.326232,4.432856,92768.916211,10.481009,MORTGAGE,major_purchase,1
771.500323,140810.781161,0.107225,9.237105,30382.818335,14.562286,OWN,other,1
707.079713,61283.338573,0.377064,1.674294,13061.257093,10.97225,MORTGAGE,credit_card,1
646.776967,61913.623134,0.164053,4.283925,29517.853268,13.684676,OWN,debt_consolidation,1
730.622549,47483.027396,0.093307,0.65758,32765.497456,9.481534,MORTGAGE,credit_card,1
850.0,102144.2521,0.429189,5.859316,44182.76651,11.684742,RENT,credit_card,1
694.5493,94644.357481,0.43914,6.583241,20150.628932,8.186279,OWN,home_improvement,0
699.857647,33677.782553,0.490717,0.21891,43632.09978,15.257849,MORTGAGE,debt_consolidation,1
643.251128,22213.415413,0.23375,5.631834,5287.429197,8.081885,MORTGAGE,home_improvement,1
612.01245,43399.865351,0.587359,2.67807,10515.275712,9.862572,OTHER,credit_card,1
746.426865,30332.555734,0.273539,0.662499,24703.741311,9.897639,RENT,home_improvement,1
611.513294,47187.544792,0.533809,2.722839,27743.128669,9.76117,RENT,debt_consolidation,1
685.725299,102997.797224,0.497765,1.079803,11634.759424,13.528735,RENT,credit_card,1
641.787404,37257.889757,0.196392,2.685502,26412.53518,9.891698,MORTGAGE,debt_consolidation,1
718.318386,47777.302911,0.206983,2.425294,14232.905135,15.878736,MORTGAGE,major_purchase,1
706.692968,50757.447803,0.309281,6.704533,18144.606519,8.135337,OWN,credit_card,1
763.003196,81557.088738,0.646482,7.440873,45131.76767,11.592821,MORTGAGE,debt_consolidation,0
639.198688,15000.0,0.220168,4.670093,41616.676687,8.284749,MORTGAGE,debt_consolidation,1
658.410005,34063.435769,0.328308,0.114741,10960.550319,12.473405,OWN,home_improvement,1
601.698903,55646.26371,0.33253,13.369859,10508.334431,10.944176,MORTGAGE,debt_consolidation,1
644.456539,100714.732999,0.214325,5.795527,16517.548218,10.457283,RENT,vacation,1
710.184039,36492.372002,0.572962,0.173969,21617.913727,15.159662,MORTGAGE,credit_card,1
740.559089,15899.904412,0.205194,8.541677,13897.594659,8.709803,OWN,debt_consolidation,1
606.226774,71098.880311,0.341379,1.117382,45635.888294,13.052803,OTHER,home_improvement,1
749.568474,33482.646434,0.369654,4.32824,28090.111492,8.30864,MORTGAGE,debt_consolidation,0
788.451029,24009.383319,0.445742,3.142741,29268.278893,11.394398,OWN,major_purchase,1
713.074792,33704.706528,0.329824,2.722246,9076.308352,6.815486,RENT,debt_consolidation,0
830.143665,43883.10993,0.169707,11.023379,49866.43959,8.68119,RENT,vacation,1
618.096864,34103.428518,0.563402,2.875588,3059.117713,10.712499,OWN,home_improvement,1
580.427624,15000.0,0.010196,0.391668,39491.424115,17.351272,RENT,major_purchase,1
537.70238,83972.086425,0.249757,14.65335,42362.474602,11.352814,RENT,debt_consolidation,1
799.683545,105337.527881,0.281969,12.662208,16273.921033,16.791339,RENT,debt_consolidation,1
732.349253,72468.929822,0.402583,5.766916,53692.958865,11.771132,MORTGAGE,other,1
675.553226,24770.001864,0.195383,3.154549,21074.766702,9.645205,MORTGAGE,home_improvement,1
702.39749,43438.658812,0.399332,0.48729,23010.414398,16.387748,RENT,debt_consolidation,1
589.960876,48829.367841,0.320996,7.821083,27935.963475,12.529562,OWN,credit_card,1
850.0,70212.14872,0.399451,0.392392,100000.0,8.750474,OWN,debt_consolidation,0
690.337695,73203.923133,0.448844,0.355338,56449.614227,12.647,RENT,home_improvement,1
